name,dataset,model,fitness,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),preprocess,inference,loss,postprocess,speed
202412210027_train_yolo11m_sample_epochs500,sample,val_last,0.7040902638604775,0.9841299999999997,0.6729747376227527,0.9792149481675224,0.9636392565350972,0.21561594570384307,4.187560081481934,0.0007461099063648897,6.629298715030446,11.033220852122588
202412102321_train_yolo11m-GlobalEdgeInformationTransfer2_sample_epochs500,sample,val_best,0.713432743264426,0.9797466366816588,0.6838423106625112,0.9614349642962627,0.9663208821041235,0.3490237628712374,3.862198661355411,0.002614189596737132,0.7327037699082318,4.946540383731618
202412102321_train_yolo11m-GlobalEdgeInformationTransfer2_sample_epochs500,sample,val_last,0.7058641562152841,0.9803401483820836,0.6753668237523063,0.9757709409505605,0.9506132743449115,0.3475315430585076,4.070500766529757,0.0007980010088752298,0.6318485035615808,5.05067881415872
202412110025_train_yolo11l-C3k2-CTA_sample_epochs500,sample,val_best,0.7091817579649922,0.9874875610934025,0.6782588909507242,0.9784288806042006,0.966294488888462,0.07615229662726906,6.987280004164752,0.0007811714621151195,0.44487223905675555,7.509085711310893
202412110025_train_yolo11l-C3k2-CTA_sample_epochs500,sample,val_last,0.7104059489869805,0.9874875610934025,0.679619103197378,0.9778607795981534,0.9664304984988994,0.07597839131074793,6.837648503920611,0.00071104835061466,0.6032382740693933,7.517576217651367
202412022126_train_yolo11n-C3k2-MutilScaleEdgeInformationSelect_sample_epochs500,sample,val_best,0.7054302633403688,0.9834487367744698,0.6745393218476909,0.9540519387621647,0.969768862265226,0.2572985256419462,7.77281592873966,0.0010139801922966452,0.8471446878769818,8.878273122450885
202412022126_train_yolo11n-C3k2-MutilScaleEdgeInformationSelect_sample_epochs500,sample,val_last,0.7165846317612468,0.9854130370370366,0.6867148089528256,0.9841231789358853,0.9745966367043055,0.2678071751314051,7.004876697764677,0.0008611118092256434,0.5920844919541303,7.8656294766594375
202411301408_train_yolo11n-ReCalibrationFPN-P2345_sample_epochs500,sample,val_best,0.7150231168609686,0.9828712523297095,0.6852622129199973,0.9354208129037243,0.950457226032929,0.5162365296307733,6.583509725682875,0.0014501459458295036,9.051963862250833,16.153160263510312
202411301408_train_yolo11n-ReCalibrationFPN-P2345_sample_epochs500,sample,val_last,0.7049506750942294,0.9823849948368599,0.6741246395672704,0.950629078409502,0.9543135357229269,0.7451253778794233,5.045406958636115,0.001503439510569853,8.55743464301614,14.349470419042248
202411301837_train_yolo11m-efficientViT_sample_epochs500,sample,val_best,0.712871181706384,0.9789583529085383,0.6833059404617002,0.9512526242839517,0.9693891999344165,1.0182885562672335,16.408672052271225,0.0011205673217773438,7.645447113934686,25.073528289794922
202411301837_train_yolo11m-efficientViT_sample_epochs500,sample,val_last,0.7181507833671754,0.9759759265823781,0.6895035452321528,0.9546680662199876,0.9433467300817996,0.841067819034352,17.442756540635056,0.0010251998901367188,8.85018320644603,27.135032766005573
